film,qid,wiki,filmLabel,year,imdb,countryLabel,runtime,genreLabel
http://www.wikidata.org/entity/Q53371741,,,Q53371741,,,,,
http://www.wikidata.org/entity/Q133833410,,,Bucking Fastard,,tt35670577,,,drama film
http://www.wikidata.org/entity/Q136006865,,,Ghost Elephants,,tt35237771,,,
http://www.wikidata.org/entity/Q32443,,,On Death Row,,tt1843894,,49,documentary film
http://www.wikidata.org/entity/Q114200183,,,The Fire Within: A Requiem for Katia and Maurice Krafft,,tt19383190,,,documentary film
http://www.wikidata.org/entity/Q2200405,,,Herakles,1962,tt0056064,,9,documentary film
http://www.wikidata.org/entity/Q3765038,,,Game in the Sand,1964,tt0058607,,14,
http://www.wikidata.org/entity/Q3822050,,,The Unprecedented Defence of the Fortress Deutschkreuz,1966,tt0061394,,14,satire
http://www.wikidata.org/entity/Q3023951,,,Last Words,1967,tt0061905,,13,documentary film
http://www.wikidata.org/entity/Q3924733,,,Precautions Against Fanatics,1968,tt0064647,,12,drama film
http://www.wikidata.org/entity/Q1113073,,,Signs of Life,1968,tt0063218,,87,drama film
http://www.wikidata.org/entity/Q1113073,,,Signs of Life,1968,tt0063218,,87,drama film
http://www.wikidata.org/entity/Q1113073,,,Signs of Life,1968,tt0063218,,87,drama film
http://www.wikidata.org/entity/Q4260034,,,The Flying Doctors of East Africa,1969,tt0064334,,45,documentary film
http://www.wikidata.org/entity/Q688329,,,Even Dwarfs Started Small,1970,tt0065436,,96,drama film
http://www.wikidata.org/entity/Q688329,,,Even Dwarfs Started Small,1970,tt0065436,,96,comedy film
http://www.wikidata.org/entity/Q688329,,,Even Dwarfs Started Small,1970,tt0065436,,96,horror film
http://www.wikidata.org/entity/Q688329,,,Even Dwarfs Started Small,1970,tt0065436,,96,comedy drama
http://www.wikidata.org/entity/Q2266061,,,Fata Morgana,1970,tt0067085,,79,documentary film
http://www.wikidata.org/entity/Q5647428,,,Handicapped Future,1971,tt0066820,,43,documentary film
http://www.wikidata.org/entity/Q2870474,,,Land of Silence and Darkness,1971,tt0067324,,85,documentary film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1972,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1972,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1973,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1973,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1974,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1974,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1974,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1974,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1974,tt0071691,,110,drama film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1974,tt0071691,,110,biographical film
http://www.wikidata.org/entity/Q2897042,,,The Great Ecstasy of Woodcarver Steiner,1974,tt0070136,,45,documentary film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1975,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1975,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1975,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1975,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1975,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1975,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,drama film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,drama film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,drama film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,drama film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,biographical film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,biographical film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,biographical film
http://www.wikidata.org/entity/Q695888,,,The Enigma of Kaspar Hauser,1975,tt0071691,,110,biographical film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1976,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1976,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1976,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1976,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1976,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1976,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q3787192,,,How Much Wood Would a Woodchuck Chuck,1976,tt0074650,,45,documentary film
http://www.wikidata.org/entity/Q3874923,,,No One Will Play with Me,1976,tt0074907,,14,
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1977,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1977,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1977,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1977,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1977,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1977,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q2897051,,,La Soufrière,1977,tt0076741,,30,documentary film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1977,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1978,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1978,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1979,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,96,drama film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,96,drama film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,107,drama film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,107,drama film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,96,vampire film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,96,vampire film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,107,vampire film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,107,vampire film
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,96,film based on a novel
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,96,film based on a novel
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,107,film based on a novel
http://www.wikidata.org/entity/Q160259,,,Nosferatu the Vampyre,1979,tt0079641,,107,film based on a novel
http://www.wikidata.org/entity/Q587566,,,Stroszek,1979,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1979,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1979,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1979,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1979,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1979,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q2142377,,,Woyzeck,1979,tt0080149,,77,drama film
http://www.wikidata.org/entity/Q2142377,,,Woyzeck,1979,tt0080149,,77,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1980,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1980,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1980,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1980,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1980,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1981,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1981,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q5575661,,,God's Angry Man,1981,tt0080796,,44,documentary film
http://www.wikidata.org/entity/Q5934975,,,Huie's Sermon,1981,tt0080900,,41,documentary film
http://www.wikidata.org/entity/Q1113073,,,Signs of Life,1981,tt0063218,,87,drama film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,155,drama film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,155,drama film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,158,drama film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,158,drama film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,155,adventure film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,155,adventure film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,158,adventure film
http://www.wikidata.org/entity/Q698111,,,Fitzcarraldo,1982,tt0083946,,158,adventure film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1982,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,1982,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1983,tt0068182,,91,drama film
http://www.wikidata.org/entity/Q325662,,,"Aguirre, the Wrath of God",1983,tt0068182,,91,adventure film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1983,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q3821338,,,Ballad of the Little Soldier,1984,tt0086936,,46,documentary film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1984,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q3758609,,,The Dark Glow of the Mountains,1984,tt0087317,,45,documentary film
http://www.wikidata.org/entity/Q2265591,,,Where the Green Ants Dream,1984,tt0088412,,100,drama film
http://www.wikidata.org/entity/Q2265591,,,Where the Green Ants Dream,1984,tt0088412,,100,drama film
http://www.wikidata.org/entity/Q7232243,,,Portrait Werner Herzog,1986,tt0796829,,28,documentary film
http://www.wikidata.org/entity/Q563723,,,Cobra Verde,1987,tt0094888,,106,drama film
http://www.wikidata.org/entity/Q563723,,,Cobra Verde,1987,tt0094888,,106,drama film
http://www.wikidata.org/entity/Q563723,,,Cobra Verde,1987,tt0094888,,106,adventure film
http://www.wikidata.org/entity/Q563723,,,Cobra Verde,1987,tt0094888,,106,adventure film
http://www.wikidata.org/entity/Q563723,,,Cobra Verde,1987,tt0094888,,106,film based on literature
http://www.wikidata.org/entity/Q563723,,,Cobra Verde,1987,tt0094888,,106,film based on literature
http://www.wikidata.org/entity/Q7735260,,,The French as Seen By...,1988,tt0094999,,,
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,1989,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q4020616,,,Wodaabe – Herdsmen of the Sun,1989,tt0098669,,48,documentary film
http://www.wikidata.org/entity/Q3577485,,,Echoes from a Somber Empire,1990,tt0162941,,91,documentary film
http://www.wikidata.org/entity/Q15052432,,,Jag Mandir,1991,tt0102142,,82,documentary film
http://www.wikidata.org/entity/Q2305376,,,Scream of Stone,1991,tt0102855,,106,drama film
http://www.wikidata.org/entity/Q2305376,,,Scream of Stone,1991,tt0102855,,106,drama film
http://www.wikidata.org/entity/Q2305376,,,Scream of Stone,1991,tt0102855,,106,adventure film
http://www.wikidata.org/entity/Q2305376,,,Scream of Stone,1991,tt0102855,,106,adventure film
http://www.wikidata.org/entity/Q2527167,,,Lessons of Darkness,1992,tt0104706,,50,documentary film
http://www.wikidata.org/entity/Q3231608,,,Bells from the Deep,1993,tt0106384,,60,documentary film
http://www.wikidata.org/entity/Q7769949,,,The Transformation of the World into Music,1994,tt0111475,,90,documentary film
http://www.wikidata.org/entity/Q2897243,,,Death for Five Voices,1995,tt0114684,,59,documentary film
http://www.wikidata.org/entity/Q983854,,,Little Dieter Needs to Fly,1997,tt0145046,,80,documentary film
http://www.wikidata.org/entity/Q983854,,,Little Dieter Needs to Fly,1997,tt0145046,,80,docudrama
http://www.wikidata.org/entity/Q592300,,,My Best Fiend,1999,tt0200849,,95,documentary film
http://www.wikidata.org/entity/Q592300,,,My Best Fiend,1999,tt0200849,,95,documentary film
http://www.wikidata.org/entity/Q592300,,,My Best Fiend,1999,tt0200849,,95,biographical film
http://www.wikidata.org/entity/Q592300,,,My Best Fiend,1999,tt0200849,,95,biographical film
http://www.wikidata.org/entity/Q3705390,,,Christ and Demons in New Spain,2000,,,35,documentary film
http://www.wikidata.org/entity/Q8025305,,,Wings of Hope,2000,tt0249248,,65,documentary film
http://www.wikidata.org/entity/Q640762,,,Invincible,2001,tt0245171,,133,drama film
http://www.wikidata.org/entity/Q640762,,,Invincible,2001,tt0245171,,133,war film
http://www.wikidata.org/entity/Q4342758,,,Pilgrimage,2001,tt0280035,,,documentary film
http://www.wikidata.org/entity/Q819538,,,Heart of Glass,2002,tt0074626,,94,drama film
http://www.wikidata.org/entity/Q640762,,,Invincible,2002,tt0245171,,133,drama film
http://www.wikidata.org/entity/Q640762,,,Invincible,2002,tt0245171,,133,war film
http://www.wikidata.org/entity/Q587566,,,Stroszek,2002,tt0075276,,108,drama film
http://www.wikidata.org/entity/Q587566,,,Stroszek,2002,tt0075276,,108,comedy film
http://www.wikidata.org/entity/Q3983379,,,Ten Minutes Older: The Trumpet,2002,tt0304808,,92,drama film
http://www.wikidata.org/entity/Q3983379,,,Ten Minutes Older: The Trumpet,2002,tt0304808,,92,drama film
http://www.wikidata.org/entity/Q3983379,,,Ten Minutes Older: The Trumpet,2002,tt0304808,,92,drama film
http://www.wikidata.org/entity/Q3983379,,,Ten Minutes Older: The Trumpet,2002,tt0304808,,92,anthology film
http://www.wikidata.org/entity/Q3983379,,,Ten Minutes Older: The Trumpet,2002,tt0304808,,92,anthology film
http://www.wikidata.org/entity/Q3983379,,,Ten Minutes Older: The Trumpet,2002,tt0304808,,92,anthology film
http://www.wikidata.org/entity/Q7699349,,,Ten Thousand Years Older,2002,,,,documentary film
http://www.wikidata.org/entity/Q2223821,,,Wheel of Time,2003,tt0331080,,80,documentary film
http://www.wikidata.org/entity/Q2223821,,,Wheel of Time,2003,tt0331080,,80,documentary film
http://www.wikidata.org/entity/Q3015372,,,The White Diamond,2004,tt0435776,,88,documentary film
http://www.wikidata.org/entity/Q1067409,,,Grizzly Man,2005,tt0427312,,103,documentary film
http://www.wikidata.org/entity/Q1067409,,,Grizzly Man,2005,tt0427312,,103,documentary film
http://www.wikidata.org/entity/Q1067409,,,Grizzly Man,2005,tt0427312,,103,documentary film
http://www.wikidata.org/entity/Q1067409,,,Grizzly Man,2005,tt0427312,,103,documentary film
http://www.wikidata.org/entity/Q1067409,,,Grizzly Man,2005,tt0427312,,103,documentary film
http://www.wikidata.org/entity/Q1067409,,,Grizzly Man,2005,tt0427312,,103,documentary film
